20200726,00:05:27,99.710,1379.492,1379.492,1379.492,1379.492,1379.492,1379.492,1379.492,26.195
20200726,00:05:33,99.710,1379.492,1379.492,1379.492,1379.492,1379.492,1379.492,1379.492,26.184
20200726,00:05:39,99.710,1379.491,1379.491,1379.491,1379.491,1379.491,1379.491,1379.491,26.173
20200726,00:05:45,99.710,1379.488,1379.488,1379.488,1379.488,1379.488,1379.488,1379.488,26.158
20200726,00:05:51,99.710,1379.491,1379.491,1379.491,1379.491,1379.491,1379.491,1379.491,26.148
20200726,00:05:57,99.710,1379.494,1379.494,1379.494,1379.494,1379.494,1379.494,1379.494,26.145
20200726,00:06:03,99.710,1379.489,1379.489,1379.489,1379.489,1379.489,1379.489,1379.489,26.137
20200726,00:06:09,99.710,1379.489,1379.489,1379.489,1379.489,1379.489,1379.489,1379.489,26.124
20200726,00:06:15,99.710,1379.489,1379.489,1379.489,1379.489,1379.489,1379.489,1379.489,26.113
20200726,00:06:21,99.710,1379.483,1379.483,1379.483,1379.483,1379.483,1379.483,1379.483,26.109
20200726,00:15:33,99.710,1379.538,1379.538,1379.538,1379.538,1379.538,1379.538,1379.538,26.383
20200726,00:15:39,99.710,1379.541,1379.541,1379.541,1379.541,1379.541,1379.541,1379.541,26.379
20200726,00:15:45,99.710,1379.537,1379.537,1379.537,1379.537,1379.537,1379.537,1379.537,26.370
20200726,00:17:42,99.710,1379.556,1379.556,1379.556,1379.556,1379.556,1379.556,1379.556,26.626
20200726,00:18:25,99.710,1379.567,1379.567,1379.567,1379.567,1379.567,1379.567,1379.567,26.724
20200726,00:18:31,99.710,1379.570,1379.570,1379.570,1379.570,1379.570,1379.570,1379.570,26.737
20200726,00:18:37,75.392,1362.931,1362.792,919.715,919.715,919.715,919.715,919.715,17.833
20200726,00:26:35,99.710,1379.673,1379.673,1379.673,1379.673,1379.673,1379.673,1379.673,26.341
20200726,00:26:41,99.710,1379.670,1379.670,1379.670,1379.670,1379.670,1379.670,1379.670,26.332
20200726,00:26:48,99.709,1379.667,1379.667,1379.667,1379.667,1379.667,1379.667,1379.667,26.333
20200726,00:26:54,99.710,1379.672,1379.672,1379.672,1379.672,1379.672,1379.672,1379.672,26.334
20200726,00:27:00,99.710,1379.672,1379.672,1379.672,1379.672,1379.672,1379.672,1379.672,26.327
20200726,00:27:06,99.710,1379.669,1379.669,1379.669,1379.669,1379.669,1379.669,1379.669,26.329
20200726,00:27:12,99.710,1379.669,1379.669,1379.669,1379.669,1379.669,1379.669,1379.669,26.323
20200726,00:27:18,99.710,1379.674,1379.674,1379.674,1379.674,1379.674,1379.674,1379.674,26.303
20200726,00:27:24,99.710,1379.668,1379.668,1379.668,1379.668,1379.668,1379.668,1379.668,26.293
20200726,00:27:30,99.710,1379.672,1379.672,1379.672,1379.672,1379.672,1379.672,1379.672,26.290
20200726,00:27:36,99.710,1379.670,1379.670,1379.670,1379.670,1379.670,1379.670,1379.670,26.282
20200726,00:27:42,99.709,1379.664,1379.664,1379.664,1379.664,1379.664,1379.664,1379.664,26.266
20200726,00:27:48,99.710,1379.667,1379.667,1379.667,1379.667,1379.667,1379.667,1379.667,26.256
20200726,00:27:54,99.710,1379.669,1379.669,1379.669,1379.669,1379.669,1379.669,1379.669,26.261
20200726,00:28:00,99.710,1379.666,1379.666,1379.666,1379.666,1379.666,1379.666,1379.666,26.274
20200726,00:28:06,99.710,1379.668,1379.668,1379.668,1379.668,1379.668,1379.668,1379.668,26.287
20200726,00:28:12,99.710,1379.666,1379.666,1379.666,1379.666,1379.666,1379.666,1379.666,26.297
20200726,00:28:18,99.710,1379.670,1379.670,1379.670,1379.670,1379.670,1379.670,1379.670,26.287
20200726,00:28:24,99.710,1379.669,1379.669,1379.669,1379.669,1379.669,1379.669,1379.669,26.274
20200726,00:28:30,99.710,1379.667,1379.667,1379.667,1379.667,1379.667,1379.667,1379.667,26.260
